quote_date,origin,destination,distance_miles,weight,equipment_type,commodity,mode,customer_id,lead_time_days,fuel_surcharge,quoted_price,actual_cost,won
2022-04-04,"Seattle, WA","Denver, CO",1300,31597,Dry Van,Electronics,FTL,CUST-028,0,594.68,4139.77,4018.48,1
2022-04-04,"Los Angeles, CA","Chicago, IL",2000,33801,Dry Van,Chemicals,FTL,CUST-049,0,946.71,5661.27,5518.29,1
2022-04-04,"Miami, FL","Chicago, IL",1370,11777,Dry Van,Machinery,LTL,CUST-026,4,659.1,9157.85,7744.27,0
2022-04-04,"Los Angeles, CA","Chicago, IL",2000,36398,Flatbed,Food & Beverage,FTL,CUST-037,3,1009.99,6894.92,6101.27,0
2022-04-04,"Newark, NJ","Miami, FL",1280,36684,Reefer,Machinery,FTL,CUST-014,10,584.45,6387.58,5410.86,1
2022-04-04,"Minneapolis, MN","Detroit, MI",690,27985,Reefer,Electronics,FTL,CUST-023,6,315.11,3088.66,2842.85,0
2022-04-04,"San Francisco, CA","Las Vegas, NV",570,9929,Dry Van,Chemicals,LTL,CUST-045,5,280.3,4075.86,3503.3,1
2022-04-04,"Nashville, TN","Charlotte, NC",400,3585,Dry Van,Building Materials,LTL,CUST-017,1,186.53,2791.73,2440.61,0
2022-04-05,"Los Angeles, CA","Chicago, IL",2000,36889,Dry Van,Food & Beverage,FTL,CUST-008,0,914.66,6974.44,5771.59,0
2022-04-05,"Atlanta, GA","Newark, NJ",870,22643,Dry Van,Produce,FTL,CUST-026,3,404.42,3156.24,2875.66,0
2022-04-05,"Los Angeles, CA","Chicago, IL",2000,34069,Dry Van,General Freight,FTL,CUST-029,0,929.89,6362.23,5724.0,1
2022-04-05,"Atlanta, GA","Newark, NJ",870,5309,Dry Van,Chemicals,LTL,CUST-005,0,415.65,5497.01,4827.29,0
2022-04-05,"Miami, FL","Chicago, IL",1370,4232,Reefer,General Freight,LTL,CUST-044,4,670.66,11230.3,9599.81,0
2022-04-05,"Houston, TX","Memphis, TN",600,32370,Reefer,Chemicals,FTL,CUST-026,7,278.7,2681.91,2340.85,0
2022-04-05,"Minneapolis, MN","Detroit, MI",690,32592,Reefer,Automotive Parts,FTL,CUST-007,2,320.55,3387.5,3041.54,0
2022-04-05,"Seattle, WA","Denver, CO",1300,31829,Reefer,General Freight,FTL,CUST-049,5,547.83,5352.87,4876.87,0
2022-04-05,"Portland, OR","Salt Lake City, UT",770,41762,Dry Van,Machinery,FTL,CUST-025,4,352.12,2661.93,2597.56,0
2022-04-05,"Portland, OR","Salt Lake City, UT",770,6959,Dry Van,Building Materials,LTL,CUST-010,2,389.45,4597.27,4221.99,0
2022-04-06,"Newark, NJ","Miami, FL",1280,4334,Dry Van,Electronics,LTL,CUST-026,3,678.81,9538.68,7913.12,0
2022-04-06,"Portland, OR","Salt Lake City, UT",770,9675,Dry Van,Building Materials,LTL,CUST-010,6,377.03,5082.76,4378.39,1
2022-04-06,"Nashville, TN","Charlotte, NC",400,22168,Dry Van,Electronics,FTL,CUST-044,1,175.87,1469.91,1385.94,0
2022-04-06,"Newark, NJ","Miami, FL",1280,36642,Dry Van,Building Materials,FTL,CUST-036,3,555.27,5161.61,4558.33,0
2022-04-06,"Chicago, IL","Atlanta, GA",720,25505,Reefer,Machinery,FTL,CUST-021,2,360.97,3233.28,2927.12,0
2022-04-06,"Portland, OR","Salt Lake City, UT",770,20735,Dry Van,Building Materials,FTL,CUST-006,3,350.49,3102.41,2751.67,1
2022-04-06,"San Francisco, CA","Las Vegas, NV",570,5477,Dry Van,General Freight,LTL,CUST-039,4,246.41,3850.29,3621.85,0
2022-04-06,"San Francisco, CA","Las Vegas, NV",570,10941,Dry Van,Electronics,LTL,CUST-038,1,270.07,4323.66,3850.74,0
2022-04-06,"Chicago, IL","Atlanta, GA",720,22274,Dry Van,General Freight,FTL,CUST-035,4,352.0,2809.07,2403.73,0
2022-04-06,"Dallas, TX","Los Angeles, CA",1400,26591,Dry Van,Machinery,FTL,CUST-019,1,636.17,4718.92,4431.1,1
2022-04-07,"Portland, OR","Salt Lake City, UT",770,43633,Dry Van,Machinery,FTL,CUST-032,0,358.27,3129.47,2622.69,0
2022-04-07,"Denver, CO","Houston, TX",1050,34513,Dry Van,Chemicals,FTL,CUST-029,8,449.55,3677.09,3230.06,1
2022-04-07,"Seattle, WA","Denver, CO",1300,40672,Dry Van,Building Materials,FTL,CUST-020,14,575.67,4284.93,3973.42,0
2022-04-07,"Atlanta, GA","Newark, NJ",870,13876,Reefer,Food & Beverage,LTL,CUST-019,4,383.27,5489.0,5023.54,1
2022-04-08,"Atlanta, GA","Newark, NJ",870,22000,Dry Van,Chemicals,FTL,CUST-010,0,413.39,3555.12,2968.62,1
2022-04-08,"Portland, OR","Salt Lake City, UT",770,43026,Dry Van,Chemicals,FTL,CUST-021,4,355.34,3148.85,2646.79,1
2022-04-08,"Seattle, WA","Denver, CO",1300,33386,Dry Van,Produce,FTL,CUST-038,3,609.52,4147.64,3693.77,0
2022-04-08,"Chicago, IL","Atlanta, GA",720,33736,Reefer,Chemicals,FTL,CUST-027,0,317.74,2755.4,2497.99,0
2022-04-08,"Houston, TX","Memphis, TN",600,22167,Flatbed,Building Materials,FTL,CUST-046,0,270.65,2416.36,2123.74,0
2022-04-08,"Nashville, TN","Charlotte, NC",400,29633,Dry Van,Food & Beverage,FTL,CUST-004,1,179.29,1619.31,1413.23,1
2022-04-08,"Portland, OR","Salt Lake City, UT",770,32360,Dry Van,Automotive Parts,FTL,CUST-010,4,349.76,3128.49,2679.01,0
2022-04-09,"Denver, CO","Houston, TX",1050,21149,Dry Van,Automotive Parts,FTL,CUST-021,5,487.15,3857.1,3378.05,0
2022-04-09,"San Francisco, CA","Las Vegas, NV",570,10488,Dry Van,General Freight,LTL,CUST-003,10,243.68,4065.36,3341.49,0
2022-04-09,"Minneapolis, MN","Detroit, MI",690,32584,Dry Van,Produce,FTL,CUST-015,0,313.11,2739.03,2430.01,1
2022-04-09,"Miami, FL","Chicago, IL",1370,8815,Dry Van,Food & Beverage,LTL,CUST-013,0,612.09,9297.18,8101.21,0
2022-04-09,"Nashville, TN","Charlotte, NC",400,37318,Reefer,Electronics,FTL,CUST-024,0,203.56,2168.75,1911.27,0
2022-04-09,"Miami, FL","Chicago, IL",1370,26745,Dry Van,Food & Beverage,FTL,CUST-008,1,669.47,5777.92,4982.92,1
2022-04-09,"Atlanta, GA","Newark, NJ",870,37469,Dry Van,Food & Beverage,FTL,CUST-024,0,428.44,3192.14,2692.26,0
2022-04-09,"Los Angeles, CA","Dallas, TX",1400,26801,Dry Van,Chemicals,FTL,CUST-045,0,686.24,4602.34,4017.34,0
2022-04-09,"Los Angeles, CA","Chicago, IL",2000,11152,Dry Van,Machinery,LTL,CUST-045,3,877.37,8566.12,8059.49,1
2022-04-09,"Atlanta, GA","Newark, NJ",870,24617,Flatbed,General Freight,FTL,CUST-018,8,369.5,4250.78,3525.91,0
2022-04-09,"Dallas, TX","Los Angeles, CA",1400,6217,Dry Van,Building Materials,LTL,CUST-037,0,648.8,7126.18,6353.68,1
2022-04-09,"Atlanta, GA","Newark, NJ",870,43552,Dry Van,Automotive Parts,FTL,CUST-038,0,393.2,3214.58,2981.24,1
2022-04-09,"Portland, OR","Salt Lake City, UT",770,34358,Flatbed,Chemicals,FTL,CUST-019,1,337.93,3086.24,2826.8,1
2022-04-09,"Phoenix, AZ","Kansas City, MO",1100,36211,Dry Van,Produce,FTL,CUST-031,3,428.19,3908.48,3743.94,0
2022-04-10,"Houston, TX","Memphis, TN",600,28303,Dry Van,General Freight,FTL,CUST-048,3,306.98,2261.86,1960.14,0
2022-04-10,"Dallas, TX","Los Angeles, CA",1400,42875,Dry Van,Electronics,FTL,CUST-031,2,650.45,4652.99,4191.87,0
2022-04-10,"Newark, NJ","Miami, FL",1280,29741,Reefer,Building Materials,FTL,CUST-043,3,585.87,5716.45,5165.42,0
2022-04-10,"Newark, NJ","Miami, FL",1280,43512,Dry Van,Food & Beverage,FTL,CUST-046,0,675.16,4978.4,4449.74,0
2022-04-10,"Houston, TX","Memphis, TN",600,43557,Flatbed,Produce,FTL,CUST-049,6,263.3,2261.16,1973.06,0
2022-04-10,"Los Angeles, CA","Chicago, IL",2000,7809,Reefer,General Freight,LTL,CUST-019,0,995.96,12205.91,10985.16,1
2022-04-10,"Atlanta, GA","Newark, NJ",870,3138,Dry Van,Building Materials,LTL,CUST-016,0,396.71,5458.34,5093.18,1
2022-04-11,"San Francisco, CA","Las Vegas, NV",570,12761,Flatbed,Machinery,LTL,CUST-047,1,268.29,4789.88,4078.73,0
2022-04-11,"Seattle, WA","Denver, CO",1300,40543,Flatbed,Food & Beverage,FTL,CUST-013,0,602.73,6132.9,5008.28,1
2022-04-11,"Denver, CO","Houston, TX",1050,5899,Reefer,Automotive Parts,LTL,CUST-021,5,487.88,6914.71,6360.61,0
2022-04-11,"Newark, NJ","Miami, FL",1280,35133,Flatbed,Machinery,FTL,CUST-018,0,621.08,5741.04,4923.31,1
2022-04-11,"Seattle, WA","Denver, CO",1300,8165,Dry Van,Chemicals,LTL,CUST-037,2,621.81,6500.13,5796.97,0
2022-04-11,"Atlanta, GA","Newark, NJ",870,8876,Flatbed,Machinery,LTL,CUST-013,8,400.25,6052.96,4927.65,0
2022-04-11,"Nashville, TN","Charlotte, NC",400,43370,Reefer,Chemicals,FTL,CUST-050,0,195.13,2139.71,1911.8,1
2022-04-12,"Denver, CO","Houston, TX",1050,22976,Reefer,Automotive Parts,FTL,CUST-038,1,500.17,4323.95,3806.98,1
2022-04-12,"Denver, CO","Houston, TX",1050,6959,Flatbed,General Freight,LTL,CUST-047,3,454.37,6174.88,5124.8,0
2022-04-12,"Phoenix, AZ","Kansas City, MO",1100,8792,Dry Van,Food & Beverage,LTL,CUST-020,2,494.18,6360.42,5660.47,0
2022-04-12,"Los Angeles, CA","Dallas, TX",1400,22349,Dry Van,General Freight,FTL,CUST-021,11,682.35,4421.86,3949.04,0
2022-04-12,"San Francisco, CA","Las Vegas, NV",570,20216,Dry Van,General Freight,FTL,CUST-036,0,280.13,2422.75,2233.4,1
2022-04-12,"Minneapolis, MN","Detroit, MI",690,35284,Dry Van,Building Materials,FTL,CUST-033,0,284.94,2693.27,2409.31,1
2022-04-12,"Houston, TX","Memphis, TN",600,6355,Reefer,Automotive Parts,LTL,CUST-026,0,293.41,4140.0,3501.3,1
2022-04-12,"Newark, NJ","Miami, FL",1280,4813,Reefer,Automotive Parts,LTL,CUST-046,2,544.94,9557.83,9024.88,0
2022-04-12,"Chicago, IL","Atlanta, GA",720,6932,Reefer,Electronics,LTL,CUST-006,2,331.4,5324.83,4752.86,1
2022-04-13,"Nashville, TN","Charlotte, NC",400,40254,Dry Van,Produce,FTL,CUST-029,0,179.65,1589.57,1464.13,1
2022-04-13,"Portland, OR","Salt Lake City, UT",770,40271,Dry Van,General Freight,FTL,CUST-044,6,375.34,3170.36,2799.67,1
2022-04-13,"Portland, OR","Salt Lake City, UT",770,29507,Dry Van,Food & Beverage,FTL,CUST-009,0,338.85,2978.13,2758.02,1
2022-04-13,"Los Angeles, CA","Chicago, IL",2000,25810,Dry Van,Produce,FTL,CUST-002,0,974.36,6554.16,5801.8,0
2022-04-13,"Atlanta, GA","Newark, NJ",870,36392,Dry Van,Food & Beverage,FTL,CUST-021,5,440.56,3200.4,2923.25,1
2022-04-13,"Dallas, TX","Los Angeles, CA",1400,25354,Dry Van,Chemicals,FTL,CUST-010,0,635.43,4789.07,4445.47,0
2022-04-13,"Miami, FL","Chicago, IL",1370,40865,Dry Van,Automotive Parts,FTL,CUST-002,0,713.03,6381.47,5345.13,0
2022-04-13,"Nashville, TN","Charlotte, NC",400,14632,Flatbed,Electronics,LTL,CUST-021,3,199.43,2905.01,2491.79,0
2022-04-13,"Denver, CO","Houston, TX",1050,42578,Dry Van,Produce,FTL,CUST-014,0,516.94,3733.79,3298.36,0
2022-04-13,"Phoenix, AZ","Kansas City, MO",1100,36489,Flatbed,Machinery,FTL,CUST-022,0,557.77,4966.33,4240.58,1
2022-04-14,"Phoenix, AZ","Kansas City, MO",1100,4073,Dry Van,Automotive Parts,LTL,CUST-010,0,491.55,6923.55,5906.88,0
2022-04-14,"San Francisco, CA","Las Vegas, NV",570,42765,Dry Van,Food & Beverage,FTL,CUST-007,3,267.09,2262.82,2025.55,0
2022-04-14,"Portland, OR","Salt Lake City, UT",770,5908,Dry Van,General Freight,LTL,CUST-029,0,352.84,4821.72,4624.59,1
2022-04-15,"Phoenix, AZ","Kansas City, MO",1100,23460,Flatbed,Electronics,FTL,CUST-023,21,523.63,4494.24,4012.23,0
2022-04-15,"Atlanta, GA","Newark, NJ",870,35052,Dry Van,Chemicals,FTL,CUST-042,3,394.85,3473.14,3081.37,0
2022-04-15,"Los Angeles, CA","Dallas, TX",1400,8122,Dry Van,Chemicals,LTL,CUST-025,12,698.68,7682.16,6687.98,0
2022-04-15,"Dallas, TX","Los Angeles, CA",1400,34834,Dry Van,Produce,FTL,CUST-041,4,668.32,4300.36,3821.56,0
2022-04-15,"Seattle, WA","Denver, CO",1300,12459,Dry Van,General Freight,LTL,CUST-048,4,657.87,6774.63,6142.14,0
2022-04-16,"Los Angeles, CA","Chicago, IL",2000,35939,Dry Van,Chemicals,FTL,CUST-019,1,928.4,6511.42,5716.73,0
2022-04-16,"Dallas, TX","Los Angeles, CA",1400,41906,Dry Van,General Freight,FTL,CUST-002,0,681.39,4156.92,3673.71,0
2022-04-16,"Phoenix, AZ","Kansas City, MO",1100,43218,Reefer,Building Materials,FTL,CUST-008,4,476.14,4392.54,3825.01,1
2022-04-16,"Miami, FL","Chicago, IL",1370,38469,Dry Van,Electronics,FTL,CUST-038,0,702.39,5645.78,5043.63,1
2022-04-16,"Chicago, IL","Atlanta, GA",720,35119,Dry Van,Produce,FTL,CUST-014,1,330.46,2622.81,2315.24,1
2022-04-16,"San Francisco, CA","Las Vegas, NV",570,36264,Dry Van,Machinery,FTL,CUST-050,0,254.29,2365.11,2150.51,0
2022-04-16,"Houston, TX","Memphis, TN",600,13243,Dry Van,Food & Beverage,LTL,CUST-045,0,277.29,3404.42,3017.08,0
2022-04-16,"Dallas, TX","Los Angeles, CA",1400,24401,Dry Van,Food & Beverage,FTL,CUST-046,2,715.53,4501.98,4038.93,1
2022-04-16,"Portland, OR","Salt Lake City, UT",770,14538,Flatbed,Electronics,LTL,CUST-011,1,332.84,5249.59,4562.56,0
2022-04-16,"San Francisco, CA","Las Vegas, NV",570,29973,Reefer,Produce,FTL,CUST-037,9,235.49,2898.73,2466.4,0
2022-04-16,"Nashville, TN","Charlotte, NC",400,22205,Flatbed,Food & Beverage,FTL,CUST-049,0,181.36,1944.0,1718.39,0
2022-04-16,"Newark, NJ","Miami, FL",1280,35023,Flatbed,Electronics,FTL,CUST-026,3,589.51,5683.68,4751.69,0
2022-04-16,"San Francisco, CA","Las Vegas, NV",570,22644,Dry Van,Machinery,FTL,CUST-031,3,280.86,2406.93,2189.39,0
2022-04-16,"Seattle, WA","Denver, CO",1300,2661,Dry Van,Machinery,LTL,CUST-046,1,575.93,7352.33,6905.77,0
2022-04-16,"Portland, OR","Salt Lake City, UT",770,36902,Dry Van,Machinery,FTL,CUST-002,7,353.07,2831.63,2548.83,1
2022-04-16,"Miami, FL","Chicago, IL",1370,3090,Dry Van,Machinery,LTL,CUST-049,6,647.55,9506.46,8044.29,0
2022-04-17,"Nashville, TN","Charlotte, NC",400,26945,Reefer,Building Materials,FTL,CUST-028,2,197.41,1957.47,1747.51,1
2022-04-17,"Portland, OR","Salt Lake City, UT",770,30734,Dry Van,Machinery,FTL,CUST-026,1,365.41,3017.77,2621.15,0
2022-04-17,"Los Angeles, CA","Dallas, TX",1400,5250,Dry Van,Electronics,LTL,CUST-037,4,734.24,8406.21,7151.48,1
2022-04-17,"Los Angeles, CA","Chicago, IL",2000,8287,Dry Van,Automotive Parts,LTL,CUST-020,0,927.34,10558.0,8613.05,0
2022-04-17,"Miami, FL","Chicago, IL",1370,43281,Dry Van,Chemicals,FTL,CUST-028,0,617.6,5423.23,4997.34,0
2022-04-17,"Portland, OR","Salt Lake City, UT",770,21457,Dry Van,General Freight,FTL,CUST-015,10,381.42,3375.41,2786.48,0
2022-04-17,"Houston, TX","Memphis, TN",600,41340,Reefer,Produce,FTL,CUST-048,0,296.52,2336.06,2104.35,0
2022-04-18,"Phoenix, AZ","Kansas City, MO",1100,9517,Dry Van,General Freight,LTL,CUST-019,1,500.96,5904.43,5444.15,0
2022-04-18,"Portland, OR","Salt Lake City, UT",770,21275,Dry Van,Machinery,FTL,CUST-042,0,353.73,2810.46,2570.87,1
2022-04-18,"Los Angeles, CA","Chicago, IL",2000,43374,Dry Van,Chemicals,FTL,CUST-007,0,915.74,6134.97,5133.73,0
2022-04-18,"San Francisco, CA","Las Vegas, NV",570,8554,Dry Van,Food & Beverage,LTL,CUST-008,1,286.5,4226.79,3662.88,0
2022-04-18,"Minneapolis, MN","Detroit, MI",690,41681,Reefer,Machinery,FTL,CUST-009,1,331.4,3109.75,2759.94,1
2022-04-18,"Los Angeles, CA","Chicago, IL",2000,11860,Dry Van,General Freight,LTL,CUST-019,4,802.18,9179.39,8381.97,0
2022-04-18,"Seattle, WA","Denver, CO",1300,11578,Dry Van,Building Materials,LTL,CUST-016,0,594.17,7026.07,6037.78,0
2022-04-19,"Seattle, WA","Denver, CO",1300,20059,Dry Van,General Freight,FTL,CUST-005,4,629.4,4773.24,4131.27,1
2022-04-19,"Denver, CO","Houston, TX",1050,43146,Flatbed,General Freight,FTL,CUST-032,4,486.8,3613.01,3291.92,1
2022-04-19,"Chicago, IL","Atlanta, GA",720,43654,Reefer,Machinery,FTL,CUST-036,0,323.48,3170.57,2924.5,1
2022-04-19,"Portland, OR","Salt Lake City, UT",770,28962,Flatbed,Building Materials,FTL,CUST-014,7,383.7,3335.49,2978.92,1
2022-04-19,"Houston, TX","Memphis, TN",600,26523,Flatbed,Automotive Parts,FTL,CUST-036,2,268.53,2384.79,2111.81,0
2022-04-19,"Dallas, TX","Los Angeles, CA",1400,31836,Flatbed,Electronics,FTL,CUST-008,5,587.0,4938.39,3995.51,0
2022-04-19,"Minneapolis, MN","Detroit, MI",690,40714,Dry Van,Produce,FTL,CUST-043,2,302.8,2757.5,2473.98,0
2022-04-19,"Newark, NJ","Miami, FL",1280,35569,Reefer,Building Materials,FTL,CUST-028,2,555.38,6648.7,5651.6,0
2022-04-20,"Chicago, IL","Atlanta, GA",720,31761,Dry Van,Food & Beverage,FTL,CUST-019,0,316.35,2392.08,2266.69,0
2022-04-20,"Denver, CO","Houston, TX",1050,43896,Dry Van,Building Materials,FTL,CUST-047,0,548.18,3569.71,3261.87,0
2022-04-20,"Minneapolis, MN","Detroit, MI",690,24963,Dry Van,Automotive Parts,FTL,CUST-027,1,308.65,2535.05,2368.63,1
2022-04-20,"Atlanta, GA","Newark, NJ",870,24375,Dry Van,Food & Beverage,FTL,CUST-001,1,432.44,3334.91,2922.36,0
2022-04-20,"Minneapolis, MN","Detroit, MI",690,7006,Dry Van,Building Materials,LTL,CUST-013,0,330.67,4531.26,3901.41,0
2022-04-20,"Minneapolis, MN","Detroit, MI",690,43345,Dry Van,Chemicals,FTL,CUST-016,0,325.92,2944.65,2574.8,0
2022-04-21,"Phoenix, AZ","Kansas City, MO",1100,5782,Dry Van,Chemicals,LTL,CUST-023,0,521.53,7205.01,6111.28,0
2022-04-21,"Newark, NJ","Miami, FL",1280,9631,Dry Van,Produce,LTL,CUST-004,2,622.73,7034.8,6310.03,1
2022-04-21,"Los Angeles, CA","Dallas, TX",1400,11303,Dry Van,Machinery,LTL,CUST-025,2,672.33,7788.04,6401.24,0
2022-04-21,"Houston, TX","Memphis, TN",600,24734,Reefer,Produce,FTL,CUST-019,2,297.14,2752.46,2369.7,0
2022-04-21,"Minneapolis, MN","Detroit, MI",690,20321,Dry Van,Automotive Parts,FTL,CUST-038,3,315.78,2358.85,2130.6,1
2022-04-21,"Phoenix, AZ","Kansas City, MO",1100,36134,Reefer,Automotive Parts,FTL,CUST-032,4,495.07,4955.13,4394.49,0
2022-04-21,"Portland, OR","Salt Lake City, UT",770,13087,Dry Van,Electronics,LTL,CUST-046,4,359.11,4439.47,4070.49,1
2022-04-21,"Los Angeles, CA","Chicago, IL",2000,41946,Dry Van,Produce,FTL,CUST-019,5,970.22,6714.21,5658.01,0
2022-04-21,"Newark, NJ","Miami, FL",1280,24689,Flatbed,Automotive Parts,FTL,CUST-035,2,556.08,5559.37,4818.43,0
2022-04-21,"Dallas, TX","Los Angeles, CA",1400,32723,Flatbed,Automotive Parts,FTL,CUST-042,0,684.57,5332.82,4513.24,1
2022-04-22,"Atlanta, GA","Newark, NJ",870,29258,Dry Van,Food & Beverage,FTL,CUST-015,5,426.82,3113.38,2666.54,0
2022-04-22,"Newark, NJ","Miami, FL",1280,36233,Dry Van,Machinery,FTL,CUST-017,0,620.96,5076.68,4392.38,0
2022-04-22,"Portland, OR","Salt Lake City, UT",770,6954,Dry Van,Building Materials,LTL,CUST-041,3,375.58,4928.54,4354.11,0
2022-04-22,"Newark, NJ","Miami, FL",1280,35725,Flatbed,Electronics,FTL,CUST-033,2,574.11,5535.06,4785.55,0
2022-04-22,"Newark, NJ","Miami, FL",1280,24939,Flatbed,Machinery,FTL,CUST-050,7,640.08,6250.77,5327.36,0
2022-04-22,"Phoenix, AZ","Kansas City, MO",1100,32218,Dry Van,Automotive Parts,FTL,CUST-047,4,507.34,3871.27,3473.4,0
2022-04-22,"San Francisco, CA","Las Vegas, NV",570,38050,Dry Van,Machinery,FTL,CUST-027,0,287.2,2514.36,2254.14,1
2022-04-22,"Los Angeles, CA","Chicago, IL",2000,31468,Reefer,General Freight,FTL,CUST-044,8,1039.36,7513.85,6553.08,0
2022-04-23,"Dallas, TX","Los Angeles, CA",1400,2180,Dry Van,General Freight,LTL,CUST-041,0,657.89,6965.37,6556.37,0
2022-04-23,"Los Angeles, CA","Chicago, IL",2000,20383,Dry Van,Produce,FTL,CUST-028,1,949.74,6492.15,5430.2,1
2022-04-23,"Seattle, WA","Denver, CO",1300,2976,Dry Van,Produce,LTL,CUST-042,2,645.91,7714.55,6504.14,0
2022-04-23,"San Francisco, CA","Las Vegas, NV",570,27332,Reefer,Food & Beverage,FTL,CUST-001,0,264.37,2897.87,2637.93,1
2022-04-23,"Dallas, TX","Los Angeles, CA",1400,4917,Dry Van,Building Materials,LTL,CUST-010,4,641.36,6872.48,6415.63,1
2022-04-23,"Chicago, IL","Atlanta, GA",720,2156,Dry Van,Electronics,LTL,CUST-047,0,368.31,4446.4,3795.42,0
2022-04-23,"Portland, OR","Salt Lake City, UT",770,32077,Dry Van,Produce,FTL,CUST-002,1,354.15,2864.05,2486.03,0
2022-04-23,"Houston, TX","Memphis, TN",600,2716,Dry Van,Food & Beverage,LTL,CUST-050,2,284.11,3302.3,2918.7,1
2022-04-24,"Los Angeles, CA","Chicago, IL",2000,42465,Reefer,Automotive Parts,FTL,CUST-025,0,996.84,7885.04,6654.84,0
2022-04-24,"Miami, FL","Chicago, IL",1370,12137,Dry Van,Food & Beverage,LTL,CUST-007,5,606.69,7974.54,7102.87,1
2022-04-24,"Los Angeles, CA","Dallas, TX",1400,37431,Reefer,Automotive Parts,FTL,CUST-019,0,693.35,5628.16,4759.51,0
2022-04-24,"Minneapolis, MN","Detroit, MI",690,32813,Dry Van,Chemicals,FTL,CUST-011,2,334.07,2351.57,2051.61,0
2022-04-24,"Chicago, IL","Atlanta, GA",720,30297,Dry Van,Automotive Parts,FTL,CUST-008,2,373.99,2841.13,2318.87,0
2022-04-24,"San Francisco, CA","Las Vegas, NV",570,20996,Dry Van,Automotive Parts,FTL,CUST-048,2,297.09,2463.92,2109.94,0
2022-04-25,"Los Angeles, CA","Chicago, IL",2000,7879,Dry Van,Electronics,LTL,CUST-030,0,934.92,9167.08,8348.24,0
2022-04-25,"Newark, NJ","Miami, FL",1280,24971,Flatbed,Building Materials,FTL,CUST-044,2,577.56,5941.52,5210.2,0
2022-04-25,"Houston, TX","Memphis, TN",600,8115,Dry Van,Produce,LTL,CUST-047,1,277.42,3404.56,3229.93,1
2022-04-25,"San Francisco, CA","Las Vegas, NV",570,24116,Flatbed,Food & Beverage,FTL,CUST-022,0,278.07,2615.41,2325.11,0
2022-04-25,"Houston, TX","Memphis, TN",600,34237,Dry Van,Chemicals,FTL,CUST-017,4,312.67,2156.33,1912.42,1
2022-04-25,"Newark, NJ","Miami, FL",1280,7647,Reefer,Automotive Parts,LTL,CUST-016,5,665.97,10498.45,8949.41,0
2022-04-25,"Nashville, TN","Charlotte, NC",400,21819,Dry Van,Chemicals,FTL,CUST-027,1,190.45,1666.06,1495.81,0
2022-04-26,"Seattle, WA","Denver, CO",1300,7387,Dry Van,Machinery,LTL,CUST-017,4,607.91,7019.95,6236.26,0
2022-04-26,"Chicago, IL","Atlanta, GA",720,8135,Dry Van,Electronics,LTL,CUST-038,4,366.16,4247.57,3695.8,0
2022-04-26,"Los Angeles, CA","Dallas, TX",1400,28359,Reefer,Electronics,FTL,CUST-022,1,677.41,5089.96,4575.94,0
2022-04-26,"Chicago, IL","Atlanta, GA",720,26461,Dry Van,Chemicals,FTL,CUST-005,0,314.36,2780.42,2395.58,0
2022-04-26,"Minneapolis, MN","Detroit, MI",690,37732,Dry Van,Food & Beverage,FTL,CUST-024,13,340.65,2657.93,2303.79,0
2022-04-26,"Los Angeles, CA","Chicago, IL",2000,36081,Dry Van,Chemicals,FTL,CUST-039,1,991.19,6433.35,5752.35,1
2022-04-26,"Seattle, WA","Denver, CO",1300,43403,Flatbed,Machinery,FTL,CUST-042,3,591.98,4717.86,4456.57,0
2022-04-26,"Nashville, TN","Charlotte, NC",400,35700,Dry Van,Produce,FTL,CUST-044,0,210.76,1481.41,1421.57,1
2022-04-26,"San Francisco, CA","Las Vegas, NV",570,25869,Flatbed,Automotive Parts,FTL,CUST-047,1,277.0,2910.08,2530.36,1
2022-04-26,"Los Angeles, CA","Dallas, TX",1400,3177,Dry Van,Electronics,LTL,CUST-010,1,659.86,7317.38,6314.7,1
2022-04-27,"Seattle, WA","Denver, CO",1300,35601,Dry Van,Automotive Parts,FTL,CUST-015,5,627.41,4423.31,4036.9,1
2022-04-27,"San Francisco, CA","Las Vegas, NV",570,35370,Flatbed,Produce,FTL,CUST-014,0,274.79,2673.02,2378.73,1
2022-04-27,"Los Angeles, CA","Chicago, IL",2000,27503,Reefer,Building Materials,FTL,CUST-030,0,981.65,8598.16,6921.39,0
2022-04-27,"Dallas, TX","Los Angeles, CA",1400,31574,Dry Van,Electronics,FTL,CUST-041,5,595.74,4603.34,4150.5,1
2022-04-27,"Dallas, TX","Los Angeles, CA",1400,20519,Flatbed,General Freight,FTL,CUST-036,8,668.53,4965.38,4569.53,1
2022-04-27,"Denver, CO","Houston, TX",1050,34409,Dry Van,Chemicals,FTL,CUST-019,9,492.96,3767.58,3344.07,1
2022-04-27,"Minneapolis, MN","Detroit, MI",690,42465,Dry Van,Produce,FTL,CUST-011,4,358.27,2571.76,2231.92,0
2022-04-27,"Denver, CO","Houston, TX",1050,5942,Dry Van,General Freight,LTL,CUST-048,17,501.58,6021.85,5442.8,1
2022-04-28,"Nashville, TN","Charlotte, NC",400,34341,Flatbed,Produce,FTL,CUST-001,1,188.28,1804.22,1643.59,1
2022-04-28,"Chicago, IL","Atlanta, GA",720,37581,Reefer,Produce,FTL,CUST-039,0,363.2,3052.78,2638.93,0
2022-04-28,"Dallas, TX","Los Angeles, CA",1400,24246,Dry Van,Food & Beverage,FTL,CUST-036,1,650.66,4359.09,3883.48,0
